epoch,train_accuracy,validation_accuracy,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
2096,0.79757,0.82099,160.64,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2097,0.79872,0.81893,160.72,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2098,0.79689,0.81893,160.8,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2099,0.7978,0.81893,160.86,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2100,0.7978,0.81893,160.95,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2101,0.79872,0.81893,161.01,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2102,0.79803,0.81893,161.1,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2103,0.79826,0.81687,161.16,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2104,0.79826,0.81893,161.25,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2105,0.79826,0.81893,161.33,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2106,0.79895,0.81893,161.4,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2107,0.79803,0.81687,161.49,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2108,0.79872,0.81893,161.57,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2109,0.7978,0.81481,161.65,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2110,0.79872,0.81687,161.71,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2111,0.79803,0.81893,161.78,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2112,0.79872,0.82099,161.87,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2113,0.79849,0.81893,161.93,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2114,0.79803,0.81687,162.02,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2115,0.7994,0.81893,162.09,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2116,0.7978,0.81687,162.16,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2117,0.79826,0.82099,162.24,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2118,0.79826,0.81481,162.32,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2119,0.79826,0.82099,162.4,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2120,0.79757,0.81687,162.47,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2121,0.79849,0.81893,162.54,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2122,0.79895,0.82099,162.62,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2123,0.79826,0.81687,162.68,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2124,0.79918,0.82099,162.76,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2125,0.7978,0.81481,162.84,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2126,0.79895,0.82099,162.91,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2127,0.79826,0.81481,162.99,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2128,0.79872,0.82099,163.06,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2129,0.79872,0.81481,163.12,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2130,0.79849,0.82305,163.2,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2131,0.79895,0.81687,163.28,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2132,0.79986,0.81893,163.36,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2133,0.79872,0.82099,163.44,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2134,0.79895,0.81893,163.53,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2135,0.79963,0.81893,163.64,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2136,0.79963,0.81687,163.73,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2137,0.79963,0.82305,163.81,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2138,0.79963,0.81687,163.9,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2139,0.80124,0.8251,163.97,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2140,0.7994,0.81687,164.07,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2141,0.80124,0.8251,164.16,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2142,0.79986,0.81687,164.23,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2143,0.80032,0.8251,164.3,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2144,0.80055,0.81687,164.38,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2145,0.79986,0.8251,164.48,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2146,0.80169,0.81481,164.54,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2147,0.80009,0.82305,164.62,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2148,0.80192,0.81481,164.69,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2149,0.7994,0.82716,164.76,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2150,0.80101,0.81276,164.83,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2151,0.80009,0.8251,164.91,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2152,0.80055,0.81276,164.98,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2153,0.80078,0.8251,165.06,12,18,16,16,22,21,28,39,30,39,47,44,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2154,0.80101,0.81276,165.15,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2155,0.80124,0.82305,165.23,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2156,0.80124,0.81276,165.31,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2157,0.80032,0.8251,165.39,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2158,0.80215,0.81276,165.51,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2159,0.80032,0.81893,165.59,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2160,0.80261,0.82305,165.67,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2161,0.80147,0.81481,165.74,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2162,0.80169,0.82305,165.81,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2163,0.80284,0.81276,165.9,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2164,0.80078,0.82716,165.99,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2165,0.80284,0.81481,166.07,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2166,0.80169,0.82305,166.15,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2167,0.80284,0.81687,166.22,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2168,0.80215,0.82305,166.29,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2169,0.80284,0.82305,166.36,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2170,0.80376,0.82099,166.44,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2171,0.80238,0.82099,166.52,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2172,0.80353,0.81687,166.58,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2173,0.80261,0.8251,166.66,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2174,0.8033,0.81893,166.73,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2175,0.8033,0.8251,166.83,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2176,0.8033,0.81893,166.91,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2177,0.80284,0.82305,166.99,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2178,0.80398,0.81687,167.05,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2179,0.80261,0.82099,167.12,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2180,0.80444,0.82099,167.19,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2181,0.80376,0.82099,167.26,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2182,0.80398,0.82099,167.34,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2183,0.80444,0.82099,167.4,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2184,0.8033,0.82099,167.5,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2185,0.80376,0.82099,167.6,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2186,0.80376,0.82305,167.68,12,18,16,16,22,21,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2187,0.80513,0.81893,167.76,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2188,0.80467,0.82305,167.85,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2189,0.80513,0.82099,167.92,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2190,0.80376,0.82305,168.0,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2191,0.80398,0.82099,168.06,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2192,0.80421,0.82305,168.13,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2193,0.80513,0.82099,168.21,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2194,0.80467,0.82099,168.28,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2195,0.80421,0.82099,168.35,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2196,0.8033,0.82099,168.43,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2197,0.8033,0.82099,168.51,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2198,0.80444,0.82099,168.61,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2199,0.80536,0.82305,168.71,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2200,0.80536,0.82099,168.78,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2201,0.80582,0.82305,168.85,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2202,0.80536,0.82099,168.95,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2203,0.80559,0.82305,169.03,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2204,0.80444,0.81687,169.12,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2205,0.80627,0.82305,169.2,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2206,0.80513,0.81687,169.27,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2207,0.80673,0.82099,169.34,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2208,0.80559,0.81893,169.42,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2209,0.80605,0.81893,169.5,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2210,0.8065,0.82099,169.57,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2211,0.80467,0.82099,169.67,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2212,0.80627,0.82099,169.73,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2213,0.80696,0.82099,169.81,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2214,0.80536,0.81893,169.9,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2215,0.8065,0.82099,169.97,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2216,0.80605,0.81893,170.05,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2217,0.80605,0.81687,170.12,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2218,0.80673,0.82099,170.2,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2219,0.80627,0.81893,170.27,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2220,0.80582,0.82099,170.34,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2221,0.80696,0.81687,170.41,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2222,0.80605,0.82099,170.48,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2223,0.80696,0.81687,170.58,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2224,0.80673,0.81893,170.65,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2225,0.80627,0.81687,170.72,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2226,0.80605,0.82099,170.79,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2227,0.80696,0.81687,170.87,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2228,0.80673,0.81893,170.96,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2229,0.80696,0.81687,171.04,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2230,0.80719,0.81687,171.11,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2231,0.8065,0.81687,171.19,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2232,0.80742,0.81687,171.26,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2233,0.80742,0.81893,171.34,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2234,0.80742,0.81687,171.41,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2235,0.80696,0.81687,171.48,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2236,0.80719,0.81893,171.55,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2237,0.80696,0.81687,171.64,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2238,0.80719,0.81687,171.71,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2239,0.80696,0.81893,171.78,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2240,0.80673,0.81687,171.86,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2241,0.80811,0.82099,171.93,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2242,0.80788,0.81687,172.01,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2243,0.80834,0.81893,172.1,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2244,0.80765,0.81687,172.17,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2245,0.80834,0.82099,172.24,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2246,0.80765,0.81687,172.34,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2247,0.80765,0.82099,172.4,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2248,0.80765,0.81893,172.49,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2249,0.80765,0.81687,172.56,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2250,0.80834,0.81893,172.63,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2251,0.80834,0.81893,172.7,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2252,0.80811,0.81893,172.78,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2253,0.80811,0.81687,172.86,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2254,0.80856,0.82099,172.93,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2255,0.80811,0.81687,173.0,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2256,0.80879,0.82099,173.08,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2257,0.80788,0.81893,173.15,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2258,0.80902,0.81893,173.25,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2259,0.80856,0.81893,173.32,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2260,0.80879,0.82099,173.39,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2261,0.80765,0.81687,173.46,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2262,0.80811,0.82099,173.53,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2263,0.80765,0.82099,173.6,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2264,0.80834,0.81893,173.68,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2265,0.80834,0.82099,173.76,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2266,0.80811,0.82099,173.85,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2267,0.80834,0.82099,173.92,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2268,0.80811,0.82099,174.0,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2269,0.80834,0.82099,174.08,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2270,0.80811,0.82099,174.14,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2271,0.80856,0.82099,174.21,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2272,0.80879,0.82099,174.28,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2273,0.80765,0.82099,174.36,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
2274,0.80879,0.82099,174.43,12,18,16,16,22,22,28,39,30,39,47,45,61,62,63,63,71,76,84,89,90,91,90,91,107,110,118,120,115,126
